MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
85,4,-1.0,11.235,0,-1,0,0,0,1,0,8,1,0,0,4,5,6,1963,1963,0,0,2,3,0,0.0,0,0,1,1,0,1,2,784.0,0,0.0,197.0,981.0,0,1,0,0,1075,0,0,1075,1.0,0.0,1,0,3,1,1,6,0,0,-1,1,1996.0,0,2.0,440.0,0,0,0,64,0,0,0,64,0,-1,0,-1,0,5,2008,0,2
80,4,80.0,13.014,0,-1,0,0,0,0,0,8,0,0,0,3,6,5,1978,1978,0,0,2,4,1,39.0,0,0,1,0,0,1,2,528.0,0,0.0,480.0,1008.0,0,1,0,0,1096,0,0,1096,1.0,0.0,1,0,3,1,0,6,0,1,2,0,1978.0,0,2.0,484.0,0,0,0,168,0,0,0,0,0,-1,-1,-1,0,12,2008,0,0
20,4,68.0,10.265,0,-1,1,0,0,0,0,8,0,0,0,0,5,7,1967,2005,0,0,2,2,0,0.0,0,2,1,0,0,0,2,758.0,0,0.0,234.0,992.0,0,0,0,0,992,0,0,992,1.0,0.0,1,0,3,1,1,6,0,0,-1,0,1967.0,1,1.0,294.0,0,0,0,204,0,0,0,0,0,-1,0,0,600,7,2008,0,0
85,4,-1.0,7.703,0,-1,1,0,0,2,0,8,0,0,0,4,6,8,1978,1978,0,0,2,2,3,40.0,0,0,1,1,0,2,2,450.0,0,0.0,0.0,450.0,0,0,0,0,1034,0,0,1034,0.0,1.0,1,0,3,1,0,6,0,1,3,3,1978.0,2,2.0,504.0,0,0,0,311,0,0,0,0,0,-1,2,-1,0,5,2008,0,0
20,4,-1.0,9.981,0,-1,1,0,0,1,0,8,0,0,0,0,5,5,1967,1967,0,0,1,1,1,340.0,0,0,1,0,0,3,4,221.0,0,0.0,852.0,1073.0,0,2,0,0,1073,0,0,1073,0.0,0.0,1,0,3,1,0,6,0,0,-1,0,1967.0,1,1.0,270.0,0,0,0,0,90,0,0,0,0,-1,0,-1,0,3,2008,0,0
85,4,-1.0,7.4,0,-1,1,0,0,2,0,8,0,0,0,4,5,5,1984,1984,0,0,0,0,0,0.0,0,0,0,1,0,1,5,104.0,4,956.0,0.0,1060.0,0,1,0,0,1126,0,0,1126,1.0,0.0,1,0,2,1,0,5,0,0,-1,0,1984.0,0,2.0,506.0,0,0,0,178,0,0,0,0,0,-1,-1,-1,0,3,2008,0,0
190,4,60.0,12.9,0,-1,0,0,0,0,0,8,1,0,4,0,5,4,1920,1950,0,0,6,8,0,0.0,0,0,0,0,2,0,4,1300.0,0,0.0,0.0,1300.0,0,3,0,0,1140,0,0,1140,1.0,0.0,1,0,3,1,0,6,0,0,-1,5,1920.0,0,2.0,400.0,0,0,0,0,0,190,0,0,0,-1,-1,-1,0,1,2008,0,4
20,4,94.0,9.239,0,-1,0,0,0,0,0,8,1,0,0,0,5,8,1963,2003,0,0,0,0,0,0.0,0,1,1,0,0,0,1,634.0,0,0.0,326.0,960.0,0,0,0,0,960,0,0,960,1.0,0.0,1,0,3,1,1,6,0,0,-1,0,1963.0,2,1.0,300.0,0,0,0,168,0,0,0,0,0,-1,-1,-1,0,5,2008,0,0
20,4,88.0,14.175,0,-1,0,0,0,0,0,8,6,0,0,0,6,8,1956,1956,0,0,2,2,0,0.0,0,0,1,0,1,2,1,776.0,0,0.0,212.0,988.0,0,1,0,1,1188,0,0,1188,1.0,0.0,1,0,1,1,0,4,0,1,1,0,1956.0,0,2.0,621.0,0,0,0,102,89,231,0,0,0,-1,-1,-1,0,6,2008,0,0
190,4,-1.0,10.532,0,-1,0,0,0,1,0,19,0,0,0,0,5,3,1960,1960,3,1,4,4,2,275.0,0,0,1,0,0,3,3,988.0,0,0.0,0.0,988.0,0,2,0,0,1721,0,0,1721,1.0,0.0,2,0,3,1,0,7,3,2,1,3,1960.0,0,2.0,626.0,0,0,0,50,84,0,0,0,0,-1,-1,-1,0,12,2008,0,2
50,4,63.0,8.375,0,-1,0,0,0,1,0,8,0,0,0,2,5,7,1941,1973,0,0,3,3,0,0.0,0,0,2,0,0,0,2,336.0,0,0.0,240.0,576.0,0,2,0,0,864,486,0,1350,1.0,0.0,1,1,2,1,1,6,1,0,-1,4,1973.0,0,3.0,627.0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,6,2008,0,0
80,4,-1.0,10.2,0,-1,0,0,0,0,0,8,0,0,0,3,5,8,1970,1970,1,0,2,2,0,0.0,0,1,0,1,0,1,2,704.0,0,0.0,160.0,864.0,0,0,0,0,904,0,0,904,0.0,0.0,1,0,3,1,1,5,0,0,-1,4,1979.0,0,3.0,912.0,0,0,0,143,0,0,0,0,0,-1,0,-1,0,6,2008,0,0
20,4,82.0,20.27,0,-1,1,0,0,2,0,19,0,0,0,0,7,6,1979,1979,0,0,4,4,0,0.0,0,0,1,1,0,2,1,599.0,0,0.0,925.0,1524.0,0,1,0,0,1524,0,0,1524,1.0,0.0,2,0,3,1,0,7,0,2,0,0,1979.0,2,2.0,478.0,0,0,0,140,0,0,0,0,0,-1,-1,-1,0,4,2008,0,0
50,4,50.0,5.19,0,-1,0,0,0,0,0,4,0,0,0,2,7,5,1948,1950,0,0,6,4,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,570.0,570.0,0,1,0,0,617,462,0,1079,0.0,0.0,1,0,2,1,0,5,0,1,0,0,1948.0,0,1.0,249.0,0,0,0,135,0,0,0,0,0,-1,-1,-1,0,1,2008,0,0
30,4,85.0,19.55,0,-1,0,0,0,0,0,4,0,0,0,0,5,7,1940,2007,3,1,-1,-1,0,0.0,0,0,0,0,0,2,2,1035.0,0,0.0,545.0,1580.0,0,0,0,0,1518,0,0,1518,1.0,0.0,1,0,2,1,3,5,0,2,0,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,39,0,0,0,0,-1,-1,-1,0,1,2008,0,0
20,4,68.0,9.571,0,-1,0,0,0,0,0,4,0,0,0,0,5,6,1956,1956,1,0,3,3,0,0.0,0,0,1,0,0,1,3,870.0,0,0.0,639.0,1509.0,0,1,0,1,1509,0,0,1509,1.0,0.0,1,0,3,1,1,6,0,1,1,0,1956.0,0,1.0,322.0,0,0,0,158,0,0,0,576,0,-1,0,-1,0,7,2008,0,0
90,4,50.0,9.35,0,-1,0,0,0,0,0,4,0,0,2,4,5,5,1975,1975,0,0,2,2,0,0.0,0,0,0,1,0,1,1,864.0,0,0.0,0.0,864.0,0,3,1,0,864,0,0,864,1.0,0.0,1,0,2,1,0,4,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,4,2008,0,0
60,4,50.0,9.36,0,-1,0,0,0,1,0,4,0,0,0,1,6,8,1962,2001,0,0,0,0,3,216.0,1,0,1,0,0,0,3,324.0,0,0.0,297.0,621.0,0,1,0,0,621,648,0,1269,0.0,0.0,1,1,3,1,0,7,0,0,-1,1,1962.0,0,1.0,280.0,0,0,0,0,236,0,0,0,0,-1,2,-1,0,11,2008,0,0
60,4,-1.0,9.771,0,-1,3,0,0,1,0,10,0,0,0,1,6,5,1995,2002,0,0,2,2,1,190.0,1,0,0,1,0,0,5,779.0,0,0.0,298.0,1077.0,0,0,0,0,1093,1721,0,2814,0.0,1.0,2,1,4,1,1,9,0,1,1,2,1995.0,2,2.0,614.0,0,0,0,48,32,0,0,216,0,-1,1,-1,0,6,2008,0,0
20,4,80.0,9.938,0,-1,0,0,0,0,0,10,0,0,0,0,7,5,1994,1994,0,0,2,2,1,251.0,1,0,0,1,0,0,1,1271.0,0,0.0,331.0,1602.0,0,0,0,0,1626,0,0,1626,1.0,0.0,2,1,3,1,1,7,0,1,1,0,1994.0,1,2.0,534.0,0,0,0,424,40,0,0,0,0,-1,-1,-1,0,4,2008,0,0
60,4,-1.0,14.171,0,-1,2,0,0,2,0,10,0,0,0,1,7,5,1993,1994,0,0,0,0,0,0.0,1,0,0,1,0,0,1,355.0,0,0.0,457.0,812.0,0,0,0,0,1101,1099,0,2200,0.0,0.0,2,1,4,1,1,9,0,1,1,0,1993.0,1,2.0,453.0,0,0,0,168,98,0,0,0,0,-1,-1,-1,0,12,2008,0,0
80,4,85.0,10.541,0,-1,1,0,0,1,0,10,0,0,0,3,7,5,1996,1996,0,0,0,0,0,0.0,1,0,0,1,0,1,0,0.0,0,0.0,672.0,672.0,0,0,0,0,1302,735,0,2037,0.0,0.0,2,1,3,1,1,8,0,1,1,0,1996.0,2,2.0,472.0,0,0,0,100,33,0,0,0,0,-1,-1,-1,0,2,2008,0,0
60,4,65.0,10.616,0,-1,1,0,0,0,0,1,0,0,0,1,7,5,2007,2007,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,628.0,628.0,0,0,0,0,628,728,0,1356,0.0,0.0,2,1,3,1,1,6,0,1,0,2,2007.0,2,2.0,484.0,0,0,0,100,24,0,0,0,0,-1,-1,-1,0,3,2008,1,1
20,4,65.0,9.345,0,-1,1,0,0,0,0,1,0,0,0,0,8,5,2007,2007,0,0,0,0,2,156.0,1,0,0,1,0,1,0,0.0,0,0.0,1615.0,1615.0,0,0,0,0,1615,0,0,1615,0.0,0.0,2,0,3,1,1,7,0,1,0,0,2007.0,1,3.0,864.0,0,0,0,168,30,0,0,0,0,-1,-1,-1,0,5,2008,0,0
20,4,91.0,11.778,0,-1,0,0,0,0,0,1,0,0,0,0,9,5,2008,2008,1,0,0,0,2,554.0,1,0,0,1,0,2,1,2085.0,0,0.0,186.0,2271.0,0,0,0,0,2276,0,0,2276,1.0,0.0,2,0,3,1,2,7,0,2,0,0,2008.0,1,3.0,1348.0,2,0,0,0,0,70,0,255,0,-1,-1,-1,0,6,2008,0,2
20,4,91.0,11.778,0,-1,0,0,0,0,0,1,4,0,0,0,9,5,2008,2008,1,0,0,0,2,402.0,2,0,0,2,0,1,1,1153.0,0,0.0,598.0,1751.0,0,0,0,0,1766,0,0,1766,1.0,0.0,2,1,3,1,2,8,0,2,0,0,2008.0,2,3.0,874.0,0,0,0,216,36,0,0,0,0,-1,-1,-1,0,12,2008,1,1
80,4,-1.0,11.454,0,-1,2,0,0,1,0,10,0,0,0,3,8,5,1995,1995,0,0,0,0,1,302.0,1,0,0,1,0,2,1,770.0,0,0.0,631.0,1401.0,0,0,0,0,1511,0,0,1511,1.0,0.0,2,0,3,1,1,6,0,1,2,0,1995.0,2,3.0,811.0,0,0,0,168,42,0,0,0,0,-1,-1,-1,0,2,2008,0,0
20,4,-1.0,11.5,0,-1,1,2,0,2,0,19,0,0,0,0,6,6,1966,1966,3,1,4,4,0,0.0,0,0,1,1,1,2,5,262.0,4,723.0,197.0,1182.0,0,0,0,0,1643,0,0,1643,1.0,0.0,2,0,2,1,0,6,0,1,0,0,1966.0,0,2.0,438.0,0,0,0,339,0,0,0,0,0,-1,-1,-1,0,3,2008,0,0
20,4,65.0,9.75,0,-1,0,3,0,0,1,1,0,0,0,0,5,7,1994,1994,0,0,0,0,0,0.0,0,0,0,1,0,0,1,722.0,0,0.0,268.0,990.0,0,0,0,0,990,0,0,990,1.0,0.0,1,0,3,1,0,5,0,0,-1,1,1997.0,0,2.0,528.0,0,0,0,168,0,0,0,0,0,-1,-1,-1,0,8,2008,0,0
20,4,-1.0,8.696,0,-1,1,0,0,0,0,1,0,0,0,0,7,5,1997,1998,0,0,0,0,1,150.0,0,0,0,1,0,2,1,1308.0,0,0.0,110.0,1418.0,0,0,0,0,1418,0,0,1418,1.0,0.0,2,0,3,1,1,5,0,1,1,0,1997.0,1,2.0,558.0,0,0,0,208,110,0,0,0,0,-1,-1,-1,0,5,2008,0,0
60,4,-1.0,13.142,0,-1,1,0,0,1,0,1,4,0,0,1,6,5,1997,1997,0,0,0,0,1,128.0,0,0,0,1,0,0,1,688.0,0,0.0,176.0,864.0,0,0,0,0,872,899,0,1771,1.0,0.0,2,1,3,1,1,6,0,0,-1,0,1997.0,1,2.0,600.0,0,0,0,0,96,0,0,0,0,-1,-1,-1,0,7,2008,0,0
60,4,68.0,8.998,0,-1,1,0,0,0,0,1,0,0,0,1,7,5,2000,2000,0,0,0,0,1,120.0,1,0,0,1,0,3,1,527.0,0,0.0,255.0,782.0,0,0,0,0,782,870,0,1652,0.0,0.0,2,1,3,1,1,6,0,0,-1,0,2000.0,1,2.0,532.0,0,0,0,0,70,0,0,0,0,-1,-1,-1,0,6,2008,0,0
60,4,75.0,12.192,0,-1,1,0,0,0,0,1,0,0,0,1,7,5,2000,2001,0,0,0,0,0,0.0,1,0,0,1,0,0,1,663.0,0,0.0,265.0,928.0,0,0,0,0,928,895,0,1823,1.0,0.0,2,1,3,1,1,6,0,0,-1,0,2000.0,1,2.0,626.0,0,0,0,192,36,0,0,0,0,-1,-1,0,4500,5,2008,0,0
20,4,-1.0,12.25,0,-1,1,0,0,0,0,1,0,0,0,0,5,6,1978,1978,0,0,2,2,1,180.0,0,0,1,1,0,3,2,781.0,0,0.0,83.0,864.0,0,0,0,0,1174,0,0,1174,1.0,0.0,1,0,3,1,0,5,0,0,-1,0,1978.0,0,2.0,528.0,0,0,0,211,0,280,0,0,0,-1,-1,-1,0,5,2008,0,0
20,4,-1.0,9.216,0,-1,1,0,0,0,0,1,0,0,0,0,5,6,1975,1975,0,0,2,2,1,176.0,0,0,1,0,0,1,2,294.0,0,0.0,782.0,1076.0,0,1,0,0,1076,0,0,1076,0.0,0.0,1,1,3,1,0,5,0,1,2,1,1985.0,0,2.0,576.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,9,2008,0,2
20,4,40.0,14.33,0,-1,1,0,0,2,0,1,0,0,0,0,5,6,1975,2001,0,0,4,3,0,0.0,0,0,1,0,0,0,3,88.0,4,596.0,180.0,864.0,0,1,0,0,1558,0,0,1558,1.0,0.0,2,0,2,1,0,5,2,0,-1,0,1975.0,2,2.0,440.0,0,0,0,140,0,239,0,227,0,-1,-1,-1,0,8,2008,0,0
60,4,-1.0,10.4,0,-1,0,0,0,0,0,1,0,0,0,1,7,5,2001,2001,0,0,0,0,1,227.0,1,0,0,1,0,0,0,0.0,0,0.0,1257.0,1257.0,0,0,0,0,1290,871,0,2161,0.0,0.0,2,1,3,1,1,8,0,1,1,0,2001.0,1,2.0,570.0,0,0,0,0,84,0,0,0,0,-1,-1,-1,0,6,2008,0,0
60,4,-1.0,9.72,0,-1,1,0,0,2,0,1,0,0,0,1,9,5,2001,2002,0,0,0,0,1,134.0,1,0,0,1,0,3,1,1194.0,0,0.0,163.0,1357.0,0,0,0,0,1366,581,0,1947,1.0,0.0,2,1,3,1,1,7,0,1,1,2,2001.0,2,3.0,725.0,0,0,0,168,116,0,0,0,0,-1,-1,-1,0,1,2008,0,0
20,4,-1.0,14.86,0,-1,2,0,0,2,0,1,0,0,0,0,8,5,2002,2003,1,0,0,0,1,240.0,1,0,0,2,0,2,1,1538.0,0,0.0,240.0,1778.0,0,0,0,0,1786,0,0,1786,1.0,0.0,2,0,3,1,1,6,0,1,0,0,2002.0,1,3.0,715.0,0,0,0,182,35,0,0,0,0,-1,-1,-1,0,6,2008,0,0
60,4,41.0,10.905,0,-1,2,0,0,2,0,1,0,0,0,1,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,1129.0,1129.0,0,0,0,0,1129,1198,0,2327,0.0,0.0,2,1,4,1,1,9,0,1,0,2,2003.0,1,2.0,596.0,0,0,0,0,57,0,0,0,0,-1,-1,-1,0,8,2008,0,0
60,4,96.0,11.69,0,-1,1,0,0,0,0,1,0,0,0,1,8,5,1999,2000,0,0,0,0,1,192.0,1,0,0,1,0,1,0,0.0,0,0.0,850.0,850.0,0,0,0,0,886,878,0,1764,0.0,0.0,2,1,3,1,1,7,0,1,1,0,1999.0,0,2.0,560.0,0,0,0,120,29,0,0,0,0,-1,-1,-1,0,6,2008,0,0
120,3,-1.0,4.426,0,-1,0,0,0,0,0,1,0,0,1,0,6,5,2004,2004,0,0,0,0,1,205.0,1,0,0,1,0,3,1,662.0,0,0.0,186.0,848.0,0,0,0,0,848,0,0,848,1.0,0.0,1,0,1,1,1,3,0,0,-1,0,2004.0,1,2.0,420.0,0,0,0,140,0,0,0,0,0,-1,-1,-1,0,2,2008,0,0
90,3,83.0,10.126,0,-1,0,0,0,1,0,1,0,0,2,4,6,5,1997,1998,0,0,0,0,0,0.0,0,1,0,1,0,2,1,1593.0,2,162.0,83.0,1838.0,0,0,0,0,1838,0,0,1838,2.0,0.0,2,0,2,2,0,8,0,0,-1,0,1998.0,0,3.0,721.0,0,0,0,160,67,0,0,0,0,-1,-1,-1,0,7,2008,0,2
20,4,75.0,9.75,0,-1,0,0,0,0,0,1,0,0,0,0,7,5,2004,2004,0,0,0,0,2,50.0,1,0,0,1,0,3,1,24.0,0,0.0,1421.0,1445.0,0,0,0,0,1445,0,0,1445,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2004.0,0,2.0,470.0,0,0,0,0,35,0,0,0,0,-1,-1,-1,0,6,2008,0,0
20,4,85.0,11.058,0,-1,0,0,0,1,0,1,0,0,0,0,7,6,2007,2007,0,0,0,0,2,212.0,1,0,0,1,0,0,1,56.0,0,0.0,1508.0,1564.0,0,0,0,0,1564,0,0,1564,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2007.0,1,3.0,814.0,0,0,0,0,24,0,0,0,0,-1,-1,-1,0,2,2008,0,0
20,4,74.0,9.627,0,-1,0,0,0,0,0,1,0,0,0,0,7,5,2007,2007,0,0,0,0,0,0.0,1,0,0,1,0,1,1,24.0,0,0.0,1327.0,1351.0,0,0,0,0,1361,0,0,1361,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2007.0,1,2.0,610.0,0,0,0,0,50,0,0,0,0,-1,-1,-1,0,6,2008,0,0
20,4,75.0,9.825,0,-1,0,0,0,0,0,4,0,0,0,0,5,5,1966,1966,1,0,2,2,0,0.0,0,0,1,0,0,0,3,609.0,0,0.0,483.0,1092.0,0,1,0,0,1092,0,0,1092,0.0,0.0,1,0,3,1,0,6,0,0,-1,0,1966.0,0,1.0,264.0,0,0,0,259,0,0,0,161,0,-1,0,-1,0,4,2008,2,2
85,4,64.0,12.102,0,-1,0,0,0,0,0,4,0,0,0,4,5,5,1976,1976,0,0,2,4,1,222.0,0,0,1,1,1,2,2,456.0,0,0.0,0.0,456.0,0,0,0,0,1033,0,0,1033,0.0,1.0,1,0,3,1,0,6,0,0,-1,2,1976.0,1,2.0,504.0,1,0,0,224,0,0,0,0,0,-1,-1,-1,0,4,2008,0,3
20,4,65.0,6.5,0,-1,0,0,0,0,0,4,0,0,0,0,6,6,1976,1976,1,0,2,4,1,84.0,0,0,1,0,-1,0,4,1033.0,0,0.0,94.0,1127.0,0,1,0,0,1127,0,0,1127,0.0,1.0,1,1,3,1,0,6,0,1,3,1,1991.0,0,2.0,480.0,0,0,0,0,0,138,0,0,0,-1,-1,-1,0,5,2008,0,0
80,4,-1.0,9.638,0,-1,1,0,0,2,0,4,0,0,0,3,6,6,1977,1977,1,0,4,4,0,0.0,0,0,1,0,0,1,2,368.0,1,120.0,541.0,1029.0,0,1,0,0,1117,0,0,1117,1.0,0.0,1,0,3,1,0,6,0,1,2,0,1977.0,1,2.0,542.0,0,0,0,292,0,0,0,0,0,-1,-1,-1,0,11,2008,0,0
60,4,72.0,7.2,0,-1,0,0,0,0,0,4,0,0,0,1,6,7,1976,2001,1,0,4,4,0,0.0,0,0,1,0,0,1,2,288.0,0,0.0,396.0,684.0,0,1,0,0,684,714,0,1398,0.0,0.0,1,1,3,1,0,6,0,1,1,0,1976.0,2,2.0,440.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,2,2008,0,0
20,4,123.0,47.007,0,-1,1,0,0,0,0,4,0,0,0,0,5,7,1959,1996,0,0,4,4,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,0,0,3820,0,0,3820,-1.0,-1.0,3,1,5,1,2,11,0,2,0,0,1959.0,0,2.0,624.0,0,0,0,0,372,0,0,0,0,-1,-1,-1,0,7,2008,0,0
90,4,65.0,6.012,0,-1,0,0,0,1,0,4,0,0,2,0,4,5,1955,1955,0,0,8,4,0,0.0,0,2,0,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,1,0,1152,0,0,1152,0.0,0.0,2,0,2,2,0,6,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,6,2008,0,5
90,4,74.0,6.845,0,-1,0,0,0,0,0,4,0,0,2,0,4,5,1955,1955,0,0,7,6,3,58.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,1,1,2,1152,0,0,1152,0.0,0.0,2,0,2,2,0,6,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,0,0,0,0,0,0,-1,-1,-1,0,7,2008,0,0
190,4,56.0,6.931,0,-1,0,0,0,0,0,4,0,0,4,0,4,5,1955,1955,1,0,3,3,0,0.0,0,0,1,0,0,1,2,784.0,0,0.0,0.0,784.0,0,1,1,3,784,0,0,784,1.0,0.0,1,0,2,1,0,4,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,112,0,0,0,0,0,-1,-1,-1,0,5,2008,0,0
50,4,60.0,12.18,0,-1,0,0,0,0,0,4,0,0,0,2,5,7,1938,2007,0,0,3,3,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,585.0,585.0,0,2,0,2,585,468,0,1053,0.0,0.0,1,1,2,1,2,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,1,42,0,0,0,0,0,-1,-1,-1,0,1,2008,0,3
50,4,57.0,8.05,0,-1,0,0,0,0,0,4,0,0,0,2,5,8,1947,1993,0,0,1,1,0,0.0,0,1,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,0,0,929,208,0,1137,0.0,0.0,1,1,4,1,0,8,1,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,4,2008,0,0
20,4,68.0,9.52,0,-1,0,2,0,0,1,4,0,0,0,0,4,5,1953,1953,0,0,1,1,2,115.0,0,0,1,1,0,0,3,767.0,0,0.0,144.0,911.0,0,1,0,0,930,0,0,930,0.0,0.0,1,0,2,1,0,5,0,0,-1,0,1953.0,1,1.0,286.0,0,0,0,134,0,0,0,0,0,-1,0,1,3000,5,2008,0,0
80,4,62.0,7.692,0,-1,0,2,0,0,1,4,0,0,0,3,4,6,1954,1954,0,0,3,3,0,0.0,0,0,1,2,0,1,0,0.0,0,0.0,416.0,416.0,0,2,0,1,1204,0,0,1204,0.0,0.0,1,0,3,1,0,6,0,0,-1,3,1954.0,0,1.0,312.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,11,2008,0,2
30,4,67.0,5.142,0,-1,0,0,0,0,0,4,0,0,0,2,4,7,1923,2008,0,0,3,3,0,0.0,0,0,0,0,0,0,2,224.0,0,0.0,725.0,949.0,0,1,0,0,949,343,0,1292,0.0,0.0,1,1,3,1,1,6,0,0,-1,1,1923.0,0,1.0,205.0,0,0,1,0,0,183,0,0,0,-1,-1,-1,0,6,2008,0,0
30,4,60.0,7.29,0,-1,0,0,0,1,0,18,0,0,0,0,7,8,1921,1950,0,0,7,6,1,174.0,0,0,2,0,0,0,0,0.0,0,0.0,1228.0,1228.0,0,0,0,0,1424,0,0,1424,0.0,0.0,2,0,2,1,0,7,0,1,0,0,1921.0,0,1.0,312.0,0,0,0,0,0,90,0,0,0,-1,-1,-1,0,4,2008,0,0
90,4,64.0,7.804,0,-1,0,0,0,0,0,18,0,0,2,5,6,7,1930,1950,0,0,9,8,0,0.0,0,0,2,0,0,0,2,281.0,1,679.0,0.0,960.0,0,0,0,0,960,960,0,1920,2.0,0.0,2,2,4,2,0,10,0,2,0,1,1930.0,0,2.0,480.0,0,0,0,248,0,121,0,0,0,-1,-1,-1,0,7,2008,0,2
70,4,66.0,8.969,0,-1,0,2,0,0,0,13,0,0,0,1,6,6,1926,1950,2,0,3,3,0,0.0,0,0,2,0,0,0,4,379.0,0,0.0,265.0,644.0,0,0,0,0,672,644,0,1316,1.0,0.0,1,0,2,1,0,6,0,1,0,1,2001.0,0,1.0,369.0,0,0,2,0,0,0,0,192,0,-1,0,-1,0,7,2008,0,0
50,4,63.0,15.564,0,-1,0,0,0,0,0,13,0,0,0,2,6,6,1914,1995,0,0,3,6,0,0.0,0,0,2,1,0,0,0,0.0,0,0.0,676.0,676.0,0,0,0,0,676,588,0,1264,0.0,0.0,1,0,3,1,0,6,0,0,-1,1,1994.0,0,2.0,400.0,0,0,0,424,0,0,0,0,0,-1,-1,0,400,1,2008,0,0
70,4,54.0,7.609,0,-1,0,0,0,1,0,13,0,0,0,1,8,9,1925,1997,0,0,9,8,0,0.0,1,1,0,3,0,0,2,406.0,0,0.0,392.0,798.0,0,0,0,0,798,714,0,1512,1.0,0.0,2,0,3,1,1,7,0,1,0,1,1925.0,0,1.0,180.0,0,0,2,85,16,41,0,0,0,-1,1,-1,0,6,2008,0,0
70,4,-1.0,9.65,0,-1,1,1,0,1,0,13,0,0,0,1,6,3,1923,1950,1,0,3,4,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,784.0,784.0,0,1,0,0,819,784,0,1603,0.0,0.0,1,0,4,1,0,7,0,1,0,0,1980.0,0,2.0,599.0,0,0,0,0,217,0,0,0,0,-1,-1,-1,0,6,2008,0,0
50,4,-1.0,11.7,0,1,1,1,0,0,1,13,0,0,0,2,5,6,1937,1995,0,0,7,6,0,0.0,0,0,1,0,0,0,4,606.0,0,0.0,336.0,942.0,0,0,0,0,1265,673,0,1938,0.0,0.0,2,0,4,1,1,7,2,1,0,1,1937.0,0,1.0,240.0,0,0,0,0,40,0,0,0,0,-1,-1,-1,0,7,2008,0,0
50,4,-1.0,9.26,0,1,1,1,0,0,0,13,1,0,0,2,5,4,1938,1950,0,0,3,3,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,884.0,884.0,0,1,0,2,932,442,0,1374,0.0,0.0,1,0,3,1,0,6,0,0,-1,1,1938.0,0,1.0,225.0,0,0,0,64,0,0,0,100,0,-1,-1,-1,0,3,2008,0,0
20,4,79.0,7.801,0,-1,1,0,0,1,0,13,1,0,0,0,6,5,1951,1951,1,0,7,4,1,88.0,0,2,0,0,0,0,3,500.0,0,0.0,591.0,1091.0,0,3,1,1,1091,0,0,1091,0.0,1.0,1,0,2,1,0,5,0,1,1,0,1951.0,2,1.0,344.0,0,0,0,66,105,0,0,221,0,-1,0,-1,0,5,2008,0,0
