MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,tag
20,4,91.0,12.274,0,-1,1,0,0,3,0,5,0,0,0,0,7,5,2008,2008,0,0,0,0,2,256.0,1,0,0,1,0,0,0,0.0,0,0.0,1417.0,1417.0,0,0,0,0,1428,0,0,1428,0.0,0.0,2,0,3,1,2,6,0,0,-1,0,2008.0,1,2.0,554.0,0,0,0,0,60,0,0,0,0,-1,-1,-1,0,7,2008,1,1,227.68
80,4,75.0,9.75,0,-1,0,0,0,0,0,0,0,0,0,3,5,5,1967,1967,0,0,0,0,0,0.0,0,0,0,0,0,1,2,400.0,1,480.0,100.0,980.0,0,2,0,0,980,0,0,980,0.0,0.0,2,0,3,1,0,6,0,0,-1,0,1967.0,2,1.0,384.0,0,0,0,68,0,0,0,0,0,-1,-1,-1,0,10,2006,0,0,135.5
70,4,144.0,21.384,0,-1,0,0,0,0,0,12,0,0,0,1,5,6,1923,2004,0,0,3,3,0,0.0,0,0,1,0,0,2,1,1309.0,0,0.0,15.0,1324.0,0,0,0,0,1072,504,0,1576,2.0,0.0,1,1,3,1,1,6,0,1,1,0,1923.0,1,2.0,528.0,0,0,0,0,312,0,0,0,0,-1,-1,-1,0,5,2009,0,0,223.5
80,4,85.0,13.4,0,-1,0,0,0,0,0,0,0,0,0,3,5,5,1966,1966,0,0,0,0,1,1047.0,0,0,1,0,0,1,2,516.0,3,128.0,380.0,1024.0,0,1,0,0,1086,0,0,1086,1.0,0.0,1,0,3,1,0,6,0,1,0,0,1966.0,1,2.0,484.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,6,2006,0,0,159.95
75,3,90.0,8.1,0,-1,0,0,0,1,0,2,0,0,0,5,5,5,1898,1965,1,0,8,9,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,849.0,849.0,0,1,1,1,1075,1063,0,2138,0.0,0.0,2,0,2,3,0,11,0,0,-1,1,1910.0,0,2.0,360.0,1,3,1,40,156,0,0,0,0,-1,0,-1,0,11,2009,0,0,106.0
20,4,78.0,10.14,0,-1,0,0,0,0,0,9,0,0,0,0,6,6,1974,1999,1,0,2,2,1,99.0,0,0,1,0,0,0,2,663.0,2,377.0,0.0,1040.0,0,3,0,0,1309,0,0,1309,1.0,0.0,1,1,3,1,1,5,0,1,2,0,1974.0,1,2.0,484.0,0,0,0,265,0,0,0,0,648,2,1,-1,0,1,2006,0,0,181.0
120,3,-1.0,4.438,0,-1,0,0,0,0,0,1,0,0,1,0,6,5,2004,2004,0,0,0,0,1,169.0,1,0,0,1,0,2,1,662.0,0,0.0,186.0,848.0,0,0,0,0,848,0,0,848,1.0,0.0,1,0,1,1,1,4,0,1,0,0,2004.0,2,2.0,420.0,0,0,0,140,0,0,0,0,0,-1,-1,-1,0,6,2008,3,0,144.5
20,0,66.0,8.712,1,-1,0,2,0,0,1,14,0,0,0,0,5,5,1952,1952,1,0,3,3,0,0.0,3,0,1,0,0,1,0,0.0,0,0.0,540.0,540.0,0,1,1,1,1044,0,0,1044,0.0,0.0,1,0,2,1,3,4,0,0,-1,3,1952.0,0,2.0,504.0,0,0,1,0,0,0,0,0,0,-1,-1,0,54,6,2010,0,4,55.993
20,4,75.0,9.75,0,-1,0,0,0,0,0,0,0,0,0,0,6,6,1958,1958,0,0,1,1,1,243.0,0,0,1,0,0,0,3,608.0,0,0.0,834.0,1442.0,0,2,0,0,1442,0,0,1442,0.0,0.0,1,1,4,1,0,7,0,0,-1,0,1958.0,1,1.0,301.0,0,0,0,0,0,275,0,0,0,-1,-1,0,500,4,2007,2,0,157.9
50,4,45.0,8.248,0,1,0,0,0,0,0,4,0,0,0,2,5,7,1918,1950,0,0,9,8,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,686.0,686.0,1,2,0,0,686,564,0,1250,0.0,1.0,1,1,3,1,3,7,0,0,-1,1,1955.0,0,1.0,280.0,0,0,2,207,0,96,0,0,0,-1,-1,-1,0,7,2006,0,0,116.0
20,4,48.0,12.137,0,-1,2,0,0,2,0,1,0,0,0,0,7,5,1998,1998,0,0,0,0,1,442.0,0,0,0,1,0,0,0,0.0,0,0.0,1649.0,1649.0,0,0,0,0,1661,0,0,1661,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,1998.0,1,2.0,598.0,0,0,0,0,34,0,0,0,0,-1,-1,-1,0,5,2010,0,0,224.9
20,4,-1.0,11.425,0,-1,1,0,0,1,0,0,0,0,0,0,5,6,1954,1954,0,0,6,7,0,0.0,0,0,1,0,0,0,4,486.0,0,0.0,522.0,1008.0,0,2,0,0,1008,0,0,1008,0.0,0.0,1,0,2,1,0,4,0,1,0,0,1954.0,1,1.0,275.0,0,0,0,0,0,120,0,0,0,-1,-1,-1,0,7,2006,0,0,137.0
20,4,-1.0,13.265,0,-1,1,0,0,2,0,11,0,0,0,0,8,5,2002,2002,1,0,5,5,1,148.0,1,0,0,1,0,0,1,1218.0,0,0.0,350.0,1568.0,0,0,0,0,1689,0,0,1689,1.0,0.0,2,0,3,1,1,7,0,2,0,0,2002.0,1,3.0,857.0,0,0,0,150,59,0,0,0,0,-1,-1,-1,0,7,2008,0,0,271.0
80,4,80.0,8.816,0,-1,0,0,0,0,0,19,0,0,0,3,6,7,1971,1971,0,0,2,2,1,80.0,0,0,1,0,0,1,1,504.0,0,0.0,506.0,1010.0,0,2,0,0,1052,0,0,1052,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1971.0,0,2.0,440.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,6,2010,0,0,155.0
120,4,44.0,6.371,0,-1,1,0,0,0,0,6,0,0,1,0,7,5,2009,2010,0,0,0,0,2,128.0,1,0,0,1,0,3,1,733.0,0,0.0,625.0,1358.0,0,0,0,0,1358,0,0,1358,1.0,0.0,2,0,2,1,1,6,0,1,0,0,2010.0,1,2.0,484.0,0,0,0,192,35,0,0,0,0,-1,-1,-1,0,6,2010,1,1,224.0
60,4,72.0,7.226,0,-1,1,0,0,2,0,1,0,0,0,1,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,798.0,798.0,0,0,0,0,798,842,0,1640,0.0,0.0,2,1,3,1,1,6,0,0,-1,0,2003.0,1,2.0,595.0,0,0,0,0,45,0,0,0,0,-1,-1,-1,0,6,2008,0,0,183.0
20,3,60.0,6.0,0,0,0,2,0,0,1,2,0,0,4,0,4,4,1953,1953,0,0,1,1,0,0.0,3,0,1,3,0,0,0,0.0,0,0.0,936.0,936.0,0,1,1,0,936,0,0,936,0.0,0.0,1,0,2,1,0,4,2,0,-1,1,1974.0,0,2.0,576.0,0,0,0,0,32,112,0,0,0,-1,-1,-1,0,2,2009,0,0,93.0
60,4,-1.0,12.394,0,-1,1,0,0,1,0,7,0,0,0,1,7,5,2003,2003,0,0,0,0,0,0.0,1,0,0,1,0,2,0,0.0,0,0.0,847.0,847.0,0,0,0,0,847,886,0,1733,0.0,0.0,2,1,3,1,1,7,0,1,0,2,2003.0,2,2.0,433.0,0,0,0,100,48,0,0,0,0,-1,-1,-1,0,10,2007,0,3,225.0
50,4,60.0,9.9,0,-1,0,0,0,0,0,18,0,0,0,2,6,7,1940,1950,0,0,0,0,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,778.0,778.0,0,1,0,0,944,545,0,1489,0.0,0.0,2,0,3,1,0,7,0,1,0,1,1940.0,0,1.0,240.0,0,0,0,335,0,0,0,0,0,-1,2,-1,0,7,2009,0,0,139.5
20,2,81.0,11.216,0,-1,0,0,0,0,0,5,0,0,0,0,8,5,2006,2006,0,0,0,0,0,0.0,1,0,0,1,1,0,0,0.0,0,0.0,1489.0,1489.0,0,0,0,0,1489,0,0,1489,0.0,0.0,2,0,3,1,1,7,0,1,0,0,2006.0,1,2.0,776.0,0,0,0,0,140,0,0,0,0,-1,-1,-1,0,6,2006,1,1,232.6
20,4,114.0,14.803,0,-1,0,0,0,0,0,6,4,4,0,0,10,5,2007,2008,1,0,5,5,1,816.0,2,0,0,2,0,1,1,1636.0,0,0.0,442.0,2078.0,0,0,0,0,2084,0,0,2084,1.0,0.0,2,0,2,1,2,7,0,1,0,0,2007.0,2,3.0,1220.0,0,0,0,188,45,0,0,0,0,-1,-1,-1,0,6,2008,1,1,385.0
45,3,50.0,6.13,0,-1,0,0,0,0,0,12,0,0,0,6,5,6,1924,1950,0,0,1,1,0,0.0,0,0,2,0,0,0,2,784.0,0,0.0,0.0,784.0,0,2,0,0,784,0,0,784,1.0,0.0,1,0,2,1,1,5,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,116,0,0,0,-1,-1,-1,0,5,2008,0,0,109.5
20,4,65.0,8.529,0,-1,1,0,0,0,0,10,0,0,0,0,7,5,2001,2001,0,0,0,0,0,0.0,1,0,0,1,0,0,1,20.0,0,0.0,1434.0,1454.0,0,0,0,0,1434,0,0,1434,0.0,0.0,2,0,3,1,1,6,0,1,1,0,2001.0,1,2.0,527.0,0,0,0,290,39,0,0,0,0,-1,-1,-1,0,4,2009,0,0,189.0
60,4,-1.0,28.698,0,-1,2,3,0,2,2,19,0,0,0,1,5,5,1967,1967,3,1,4,4,0,0.0,0,0,0,0,1,2,5,249.0,4,764.0,0.0,1013.0,0,1,0,0,1160,966,0,2126,0.0,1.0,2,1,3,1,0,7,2,0,-1,0,1967.0,2,2.0,538.0,0,0,0,486,0,0,0,225,0,-1,-1,-1,0,6,2009,0,2,185.0
160,2,24.0,2.544,0,0,0,0,0,0,0,5,0,0,3,1,7,5,2005,2005,0,0,1,1,0,0.0,1,0,0,1,0,0,0,0.0,0,0.0,600.0,600.0,0,0,0,0,520,623,80,1223,0.0,0.0,2,1,2,1,1,4,0,0,-1,1,2005.0,1,2.0,480.0,0,0,0,0,166,0,0,0,0,-1,-1,-1,0,7,2006,0,0,147.4
20,4,80.0,11.9,0,-1,1,0,0,1,0,0,0,0,0,0,6,5,1957,1957,0,0,2,2,1,387.0,0,0,1,0,0,0,3,1040.0,0,0.0,352.0,1392.0,0,1,0,1,1392,0,0,1392,1.0,0.0,1,1,3,1,0,6,0,2,0,0,1957.0,1,2.0,458.0,0,0,0,0,0,0,0,192,0,-1,-1,-1,0,6,2008,0,0,166.0
160,2,30.0,3.18,0,0,0,0,0,0,0,5,0,0,1,1,7,5,2005,2005,0,0,1,1,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,600.0,600.0,0,0,0,0,520,600,80,1200,0.0,0.0,2,1,2,1,1,4,0,0,-1,1,2005.0,1,2.0,480.0,0,0,0,0,166,0,0,0,0,-1,-1,-1,0,6,2006,0,0,151.0
60,4,44.0,9.548,0,-1,1,0,0,2,0,1,0,0,0,1,7,6,2003,2003,0,0,0,0,1,223.0,1,0,0,1,0,0,1,483.0,0,0.0,458.0,941.0,0,0,0,0,941,888,0,1829,1.0,0.0,2,1,3,1,1,7,0,1,1,0,2003.0,1,2.0,613.0,0,0,0,192,39,0,0,0,0,-1,-1,-1,0,1,2010,0,0,237.0
20,4,100.0,10.004,0,-1,0,0,0,0,0,0,0,0,0,0,6,6,1964,1964,0,0,2,4,1,180.0,0,0,1,0,0,0,3,196.0,3,345.0,975.0,1516.0,0,1,0,0,1516,0,0,1516,0.0,0.0,1,1,3,1,0,6,0,0,-1,0,1964.0,1,2.0,472.0,0,0,0,0,0,0,0,152,0,-1,-1,-1,0,2,2009,0,0,167.0
20,4,75.0,7.875,0,-1,0,0,0,0,0,0,0,0,0,0,5,6,1961,1961,0,0,0,0,1,136.0,0,0,1,0,0,0,3,572.0,0,0.0,572.0,1144.0,0,2,0,0,1144,0,0,1144,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1961.0,0,2.0,456.0,0,0,0,0,0,0,0,0,0,-1,2,-1,0,9,2008,0,0,139.95
20,4,60.0,9.6,0,-1,0,0,0,0,0,8,0,0,0,0,4,7,1950,1995,0,0,0,2,0,0.0,0,0,1,1,0,0,4,442.0,0,0.0,625.0,1067.0,0,1,0,0,1067,0,0,1067,0.0,0.0,2,0,2,1,1,4,2,0,-1,0,1996.0,0,2.0,436.0,0,0,0,290,0,0,0,0,0,-1,-1,-1,0,2,2010,0,0,128.0
30,3,90.0,8.1,0,0,0,0,0,0,0,2,0,0,0,0,5,6,1948,1973,0,0,0,0,0,0.0,0,0,2,0,0,0,3,338.0,0,0.0,1221.0,1559.0,0,2,0,0,1559,0,0,1559,1.0,0.0,1,0,2,1,0,5,2,0,-1,1,1948.0,0,2.0,812.0,0,0,0,0,116,230,0,0,0,-1,2,-1,0,6,2007,2,0,153.5
160,3,21.0,1.68,0,-1,0,0,0,0,0,21,0,0,3,1,6,5,1973,1973,0,0,2,2,1,158.0,0,0,1,0,0,0,4,330.0,0,0.0,153.0,483.0,0,1,0,0,483,504,0,987,1.0,0.0,1,1,2,1,0,5,0,0,-1,1,1973.0,0,1.0,264.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,11,2008,0,0,100.0
20,4,75.0,9.525,0,-1,0,0,0,0,0,1,0,0,0,0,5,6,1995,2006,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,1099.0,1099.0,0,0,0,0,1099,0,0,1099,0.0,0.0,1,1,3,1,1,6,0,0,-1,0,1999.0,0,1.0,352.0,0,0,0,278,0,0,0,0,0,-1,-1,-1,0,6,2008,0,0,144.0
50,4,70.0,11.767,0,-1,0,0,0,0,0,4,0,0,0,2,5,6,1946,1995,0,0,1,1,0,0.0,0,0,1,0,0,0,4,352.0,0,0.0,416.0,768.0,0,0,0,0,768,432,0,1200,0.0,0.0,1,0,3,1,0,6,0,0,-1,1,1946.0,0,1.0,240.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2008,0,0,130.5
70,1,-1.0,12.155,0,-1,1,0,0,0,0,18,0,0,0,1,6,8,1925,1950,0,0,3,3,0,0.0,0,0,2,0,0,0,4,156.0,0,0.0,516.0,672.0,0,1,1,0,810,672,0,1482,0.0,0.0,2,0,4,1,3,7,0,0,-1,1,1934.0,0,1.0,400.0,0,0,2,0,0,254,0,0,0,-1,-1,-1,0,3,2008,0,0,140.0
70,3,60.0,10.44,0,1,0,0,0,0,0,2,0,0,0,1,5,8,1904,2002,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,650.0,650.0,0,2,0,0,958,581,0,1539,0.0,0.0,2,0,3,1,1,8,0,1,3,1,1983.0,0,2.0,686.0,2,0,2,70,78,68,0,0,0,-1,-1,-1,0,6,2008,0,0,157.5
80,4,82.0,9.02,0,-1,0,0,0,0,0,0,0,0,0,3,6,7,1966,1966,0,0,2,2,1,183.0,0,0,1,0,0,2,3,312.0,4,539.0,276.0,1127.0,0,1,0,0,1165,0,0,1165,1.0,0.0,1,1,3,1,0,6,0,0,-1,0,1966.0,1,2.0,490.0,2,2,0,0,129,0,0,0,0,-1,1,-1,0,5,2008,0,0,174.9
90,4,80.0,8.0,0,-1,0,0,0,1,0,0,2,0,2,0,5,4,1961,1961,0,0,6,7,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,1800.0,1800.0,0,0,1,0,1800,0,0,1800,0.0,0.0,2,0,6,2,0,10,0,0,-1,-1,-1.0,-1,0.0,0.0,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,7,2007,0,0,141.0
50,3,100.0,12.665,0,1,1,0,0,0,0,2,2,0,0,2,5,8,1915,1950,0,0,3,3,0,0.0,0,0,2,0,0,3,0,0.0,0,0.0,876.0,876.0,0,2,0,0,876,540,0,1416,0.0,0.0,1,1,4,1,0,7,0,1,0,1,1949.0,0,3.0,720.0,0,0,0,418,0,194,0,0,0,-1,-1,-1,0,6,2008,0,0,153.9
85,4,-1.0,16.647,0,-1,1,0,0,2,0,8,5,0,0,4,5,5,1975,1981,0,0,2,2,0,0.0,0,0,1,1,0,2,2,1390.0,0,0.0,0.0,1390.0,0,1,0,0,1701,0,0,1701,1.0,0.0,2,0,3,1,0,6,2,2,1,3,1975.0,2,2.0,611.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,2007,0,0,171.0
60,4,75.0,9.317,0,-1,0,0,0,0,0,10,0,0,0,1,7,5,1993,1993,0,0,2,2,1,137.0,1,0,0,1,0,0,2,513.0,0,0.0,227.0,740.0,0,0,0,0,1006,769,0,1775,1.0,0.0,2,1,3,1,1,7,0,1,1,0,1993.0,0,2.0,425.0,0,0,0,234,72,192,0,0,0,-1,-1,-1,0,7,2009,0,0,213.0
20,4,36.0,15.523,0,-1,1,0,0,2,0,1,0,0,0,0,5,6,1972,1972,0,0,2,4,0,0.0,0,0,1,0,0,1,4,460.0,0,0.0,404.0,864.0,0,0,0,0,864,0,0,864,1.0,0.0,1,0,3,1,0,5,0,1,2,0,1972.0,0,1.0,338.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,2009,0,0,133.5
50,4,75.0,45.6,0,-1,2,2,0,0,0,19,0,0,0,2,6,8,1908,1997,0,0,3,3,0,0.0,0,0,2,0,0,0,0,0.0,0,0.0,907.0,907.0,0,1,0,0,1307,1051,0,2358,0.0,0.0,3,0,5,1,0,10,0,1,0,1,1908.0,0,2.0,360.0,1,0,0,486,40,0,0,175,0,-1,-1,-1,0,9,2008,0,0,240.0
80,4,80.0,9.6,0,-1,0,0,0,3,0,23,1,0,0,3,6,7,1976,1994,1,0,4,4,1,360.0,1,1,1,0,0,0,0,0.0,0,0.0,528.0,528.0,0,0,0,0,1094,761,0,1855,0.0,0.0,2,1,3,1,0,7,0,1,1,0,1976.0,1,2.0,512.0,0,0,0,113,100,0,0,0,0,-1,-1,-1,0,8,2007,0,0,187.0
120,3,36.0,4.435,0,-1,0,0,0,0,0,1,0,0,1,0,6,5,2003,2003,0,0,0,0,1,170.0,1,0,0,1,0,1,1,659.0,0,0.0,189.0,848.0,0,0,0,0,848,0,0,848,1.0,0.0,1,0,1,1,1,3,0,0,-1,0,2003.0,2,2.0,420.0,0,0,0,140,0,0,0,0,0,-1,-1,-1,0,11,2007,0,0,131.5
120,4,-1.0,3.196,0,-1,0,0,0,0,0,22,0,0,1,0,8,5,2003,2003,0,0,0,0,1,40.0,1,0,0,1,0,2,0,0.0,0,0.0,1273.0,1273.0,0,0,0,0,1456,0,0,1456,0.0,0.0,2,0,2,1,1,7,0,1,1,0,2003.0,2,2.0,400.0,0,0,0,143,20,0,0,0,0,-1,-1,-1,0,5,2006,0,0,215.0
75,4,53.0,7.128,0,-1,0,0,0,0,0,13,0,0,0,5,7,5,1941,1950,0,0,1,1,0,0.0,0,1,1,0,0,0,3,364.0,0,0.0,554.0,918.0,0,2,0,0,918,728,0,1646,0.0,0.0,2,0,4,1,0,7,0,2,0,1,1941.0,0,1.0,240.0,0,0,0,0,0,0,0,126,0,-1,0,-1,0,8,2007,0,0,164.0
80,4,-1.0,12.095,0,-1,1,0,0,1,0,0,0,0,0,3,6,6,1964,1964,0,0,1,2,1,115.0,0,1,1,0,0,2,3,564.0,0,0.0,563.0,1127.0,0,1,0,0,1445,0,0,1445,0.0,0.0,1,1,3,1,0,7,0,1,2,0,1964.0,1,2.0,645.0,0,0,0,180,0,0,0,0,0,-1,0,-1,0,8,2009,0,0,158.0
20,4,102.0,17.92,0,-1,0,0,0,0,0,8,0,0,0,0,5,4,1955,1974,1,0,3,4,0,0.0,0,0,1,0,0,3,2,306.0,1,1085.0,372.0,1763.0,0,1,0,0,1779,0,0,1779,1.0,0.0,1,1,3,1,0,6,0,1,0,0,1955.0,0,2.0,454.0,0,0,0,0,418,0,0,312,0,-1,-1,-1,0,7,2006,0,2,170.0
20,4,-1.0,6.897,0,-1,1,0,0,1,0,8,0,0,0,0,5,8,1962,2010,0,0,2,2,0,0.0,0,1,1,0,0,0,2,659.0,0,0.0,381.0,1040.0,0,0,0,0,1040,0,0,1040,1.0,0.0,1,1,3,1,0,6,0,0,-1,1,1962.0,0,1.0,260.0,0,0,0,0,104,0,0,0,0,-1,-1,-1,0,4,2010,0,0,127.0
80,4,-1.0,10.97,0,-1,1,3,0,0,1,1,0,0,0,3,6,6,1978,1978,0,0,4,2,0,0.0,0,0,1,1,1,2,1,505.0,2,435.0,0.0,940.0,0,1,0,0,1026,0,0,1026,1.0,0.0,1,0,3,1,0,5,0,0,-1,1,1981.0,0,2.0,576.0,0,1,0,0,0,34,0,0,0,-1,0,-1,0,10,2008,0,0,147.0
60,4,65.0,8.125,0,-1,0,0,0,0,0,7,0,0,0,1,6,5,1994,1995,0,0,2,2,0,0.0,0,0,0,1,0,0,0,0.0,0,0.0,702.0,702.0,0,2,0,0,702,779,0,1481,0.0,0.0,2,1,3,1,0,6,0,1,1,0,1994.0,2,2.0,343.0,0,0,0,0,36,0,0,0,0,-1,-1,-1,0,3,2009,0,0,174.0
20,4,80.0,10.4,0,-1,0,0,0,0,0,9,0,0,0,0,7,5,1976,1976,0,0,2,2,1,189.0,0,0,1,1,0,0,0,0.0,0,0.0,1090.0,1090.0,0,1,0,0,1370,0,0,1370,0.0,0.0,2,0,3,1,0,6,0,1,1,0,1976.0,1,2.0,479.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,6,2009,0,3,152.0
60,4,-1.0,11.029,0,-1,1,0,0,1,0,9,6,0,0,1,6,7,1968,1984,0,0,2,2,1,220.0,0,0,1,0,0,3,4,619.0,0,0.0,435.0,1054.0,0,1,0,0,1512,1142,0,2654,1.0,0.0,2,1,4,1,1,9,0,1,0,0,1968.0,0,2.0,619.0,0,0,0,0,65,0,0,222,0,-1,-1,-1,0,8,2006,0,0,250.0
50,4,55.0,7.642,0,-1,0,0,0,1,0,13,0,0,0,2,7,8,1918,1998,0,0,3,3,0,0.0,1,0,2,0,0,0,0,0.0,0,0.0,912.0,912.0,0,2,0,0,912,514,0,1426,0.0,0.0,1,1,3,1,1,7,0,1,0,1,1925.0,0,1.0,216.0,0,0,0,0,240,0,0,0,0,-1,1,-1,0,6,2007,0,0,189.95
190,4,75.0,11.625,0,-1,0,0,0,0,0,8,0,0,4,0,5,4,1965,1965,1,0,4,2,0,0.0,0,0,0,0,0,3,4,841.0,0,0.0,198.0,1039.0,0,0,0,0,1039,0,0,1039,1.0,0.0,1,1,3,1,0,6,0,0,-1,0,1965.0,0,2.0,504.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,2010,0,0,131.5
20,4,81.0,9.672,0,-1,0,0,0,1,0,10,0,0,0,0,6,5,1984,1985,1,0,2,4,0,0.0,0,0,0,1,0,0,1,338.0,0,0.0,702.0,1040.0,0,1,0,0,1097,0,0,1097,0.0,0.0,2,0,3,1,0,6,0,0,-1,0,1986.0,0,2.0,480.0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,5,2010,0,0,152.0
20,4,70.0,7.931,0,-1,0,0,0,0,0,0,0,0,0,0,5,5,1959,1959,1,0,6,4,0,0.0,0,0,1,0,0,0,4,1148.0,0,0.0,0.0,1148.0,0,1,0,0,1148,0,0,1148,1.0,0.0,1,0,3,1,0,6,0,0,-1,0,1959.0,0,1.0,672.0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,7,2009,0,0,132.5
20,2,72.0,8.64,0,-1,0,0,0,0,0,5,0,0,0,0,7,5,2007,2008,0,0,0,0,0,0.0,1,0,0,2,0,0,0,0.0,0,0.0,1372.0,1372.0,0,0,0,0,1372,0,0,1372,0.0,0.0,2,0,3,1,1,6,0,0,-1,0,2008.0,2,2.0,529.0,0,0,0,0,140,0,0,0,0,-1,-1,-1,0,5,2008,1,1,250.58
20,4,-1.0,8.75,0,-1,1,0,0,0,0,0,0,0,0,0,5,6,1970,1970,0,0,1,1,1,76.0,0,0,1,0,0,0,4,828.0,0,0.0,174.0,1002.0,0,1,0,0,1002,0,0,1002,1.0,0.0,1,0,3,1,0,5,0,0,-1,1,1973.0,0,2.0,902.0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,8,2009,0,0,148.5
20,4,67.0,10.656,0,-1,1,1,0,0,0,15,0,0,0,0,8,5,2006,2007,0,0,0,0,2,274.0,1,0,0,1,0,1,0,0.0,0,0.0,1638.0,1638.0,0,0,0,0,1646,0,0,1646,0.0,0.0,2,0,3,1,1,6,0,1,0,0,2007.0,1,3.0,870.0,0,0,0,192,80,0,0,0,0,-1,-1,-1,0,11,2007,1,1,248.9
20,4,85.0,6.97,0,-1,0,0,0,1,0,8,1,0,0,0,4,5,1961,1961,0,0,0,0,0,0.0,0,0,1,0,0,0,2,932.0,0,0.0,108.0,1040.0,0,1,0,0,1120,0,0,1120,1.0,0.0,1,1,3,1,3,5,0,0,-1,0,1961.0,1,2.0,544.0,0,0,0,168,0,0,0,0,0,-1,-1,0,400,5,2007,0,0,129.0
60,4,-1.0,14.762,0,-1,2,0,0,1,0,7,1,0,0,1,5,6,1948,1950,0,0,4,4,0,0.0,0,0,3,-1,-1,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,0,0,1547,720,53,2320,0.0,0.0,2,0,2,1,0,7,0,1,1,0,1979.0,0,2.0,672.0,0,0,2,120,144,0,0,0,0,-1,-1,-1,0,5,2006,0,0,169.0
60,4,80.0,9.938,0,-1,0,0,0,0,0,10,0,0,0,1,7,5,1993,1994,0,0,1,1,1,246.0,1,0,0,1,0,0,1,750.0,0,0.0,300.0,1050.0,0,0,0,0,1062,887,0,1949,1.0,0.0,2,1,3,1,1,8,0,1,1,0,1993.0,2,2.0,574.0,0,0,0,156,90,0,0,0,0,-1,1,-1,0,6,2010,0,0,236.0
20,4,60.0,6.6,0,-1,0,0,0,0,0,0,4,0,0,0,5,5,1962,1962,1,0,1,1,0,0.0,0,0,1,0,0,0,0,0.0,0,0.0,894.0,894.0,0,2,1,0,894,0,0,894,0.0,0.0,1,0,2,1,0,5,0,0,-1,1,1962.0,0,1.0,308.0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,8,2009,0,0,109.5
60,4,70.0,8.75,0,-1,0,0,0,0,0,1,0,0,0,1,6,5,1998,1998,0,0,0,0,1,116.0,0,0,0,1,0,0,1,505.0,0,0.0,299.0,804.0,0,0,0,0,804,878,0,1682,0.0,0.0,2,1,3,1,1,7,0,0,-1,0,1998.0,1,2.0,523.0,0,0,0,0,77,0,0,0,0,-1,-1,-1,0,6,2010,0,0,200.5
20,4,74.0,8.892,0,-1,0,0,0,1,0,0,0,0,0,0,5,7,1953,1996,0,0,7,6,0,0.0,1,0,4,0,0,1,0,0.0,0,0.0,105.0,105.0,0,2,0,0,910,0,0,910,0.0,0.0,1,0,3,1,1,5,0,0,-1,0,1953.0,0,2.0,414.0,0,0,0,196,0,150,0,0,0,-1,2,-1,0,10,2008,0,0,116.0
